dataset,seq,subject_id,path,T,C,t_start,t_end,roi_names,passed,fps_est,duration_ratio
UBFC,UBFC_s15_T3,s15_T3,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s15_T3.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
UBFC,UBFC_s16_T1,s16_T1,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s16_T1.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
UBFC,UBFC_s16_T2,s16_T2,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s16_T2.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
UBFC,UBFC_s16_T3,s16_T3,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s16_T3.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
UBFC,UBFC_s17_T1,s17_T1,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s17_T1.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
UBFC,UBFC_s17_T2,s17_T2,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s17_T2.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
UBFC,UBFC_s17_T3,s17_T3,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s17_T3.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
UBFC,UBFC_s18_T1,s18_T1,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s18_T1.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
UBFC,UBFC_s18_T2,s18_T2,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s18_T2.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
UBFC,UBFC_s18_T3,s18_T3,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s18_T3.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
UBFC,UBFC_s19_T1,s19_T1,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s19_T1.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
UBFC,UBFC_s19_T2,s19_T2,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s19_T2.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
UBFC,UBFC_s19_T3,s19_T3,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s19_T3.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
UBFC,UBFC_s1_T1,s1_T1,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s1_T1.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
UBFC,UBFC_s1_T2,s1_T2,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s1_T2.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
UBFC,UBFC_s1_T3,s1_T3,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s1_T3.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
UBFC,UBFC_s20_T1,s20_T1,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s20_T1.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
UBFC,UBFC_s20_T2,s20_T2,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s20_T2.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
UBFC,UBFC_s20_T3,s20_T3,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s20_T3.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
UBFC,UBFC_s2_T1,s2_T1,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s2_T1.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
UBFC,UBFC_s2_T2,s2_T2,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s2_T2.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
UBFC,UBFC_s2_T3,s2_T3,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s2_T3.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
UBFC,UBFC_s3_T1,s3_T1,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s3_T1.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
UBFC,UBFC_s3_T2,s3_T2,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s3_T2.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
UBFC,UBFC_s3_T3,s3_T3,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s3_T3.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
UBFC,UBFC_s4_T1,s4_T1,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s4_T1.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
UBFC,UBFC_s4_T2,s4_T2,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s4_T2.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
UBFC,UBFC_s4_T3,s4_T3,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s4_T3.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
UBFC,UBFC_s5_T1,s5_T1,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s5_T1.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
UBFC,UBFC_s5_T2,s5_T2,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s5_T2.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
UBFC,UBFC_s5_T3,s5_T3,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s5_T3.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
UBFC,UBFC_s6_T1,s6_T1,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s6_T1.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
UBFC,UBFC_s6_T2,s6_T2,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s6_T2.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
UBFC,UBFC_s6_T3,s6_T3,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s6_T3.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
UBFC,UBFC_s7_T1,s7_T1,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s7_T1.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
UBFC,UBFC_s7_T2,s7_T2,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s7_T2.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
UBFC,UBFC_s7_T3,s7_T3,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s7_T3.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
UBFC,UBFC_s8_T1,s8_T1,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s8_T1.npz,6324,9,0.0,179.94763503898915,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000204170291001
UBFC,UBFC_s8_T2,s8_T2,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s8_T2.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
UBFC,UBFC_s8_T3,s8_T3,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s8_T3.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
UBFC,UBFC_s9_T1,s9_T1,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s9_T1.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
UBFC,UBFC_s9_T2,s9_T2,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s9_T2.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
UBFC,UBFC_s9_T3,s9_T3,C:\Users\user\Documents\GitHub\Project_rPPG\Data_DL\UBFCPhys_DL_SEQ_NPZ\s9_T3.npz,6325,9,0.0,179.97609425692983,"forehead_strip,left_cheek_big,right_cheek_big",,35.13799999999772,1.000046010238773
