seq,status,n_frames_rgb,n_valid_png,n_gt_samples,t_frame_monotonic,t_gt_monotonic,t_frame_dt_median,t_frame_dt_std,fps_est_median,video_duration_s,gt_duration_s,duration_ratio_gt_over_video,X_rows,X_cols,Y_len,len_match,gt_std_raw,y_std_resampled,ts_unit,fs_gt_effective_hz
16_0,OK,901,901,3540,True,True,0.06285059452056885,0.010862341168660628,15.910748460346452,60.01929998397827,60.01929998397827,1.0,901,9,901,True,19.739680810079808,19.774133682250977,ms_to_s,58.964366477861475
16_1,OK,901,901,3510,True,True,0.0628445148468017,0.009571594756156807,15.912287690305755,60.03278994560242,60.03278994560242,1.0,901,9,901,True,14.594513037336679,14.542019844055176,ms_to_s,58.45138970185484
16_2,OK,901,901,3535,True,True,0.06285297870636164,0.009219429529137398,15.910144922038283,59.93248009681702,59.93248009681702,1.0,901,9,901,True,14.413048691505912,14.427242279052734,ms_to_s,58.96635671160368
17_0,OK,901,901,3530,True,True,0.06284296512604115,0.011421455019986614,15.912680090672799,60.30886793136597,60.30886793136597,1.0,901,9,901,True,20.225096640131863,20.23126983642578,ms_to_s,58.515440946697105
17_1,OK,901,901,3514,True,True,0.06284809112548828,0.011007998165366741,15.91138222485243,60.33545184135437,60.33545184135437,1.0,901,9,901,True,16.503645385655602,16.417125701904297,ms_to_s,58.22447487817044
17_2,OK,901,901,2732,True,True,0.046888470649721015,0.015045029046988317,21.32720445225163,46.124629974365234,46.124629974365234,1.0,901,9,901,True,18.87630515998129,18.940946578979492,ms_to_s,59.20914707647113
18_0,OK,901,901,3601,True,True,0.0628373622894296,0.012714869390977322,15.914098930410043,60.2577838897705,60.2577838897705,1.0,901,9,901,True,16.93135821384683,16.818941116333008,ms_to_s,59.74331891437422
18_1,OK,901,901,3598,True,True,0.06285357475280756,0.011857542743165177,15.90999404461608,60.40424108505249,60.40424108505249,1.0,901,9,901,True,17.638988783594495,17.69467544555664,ms_to_s,59.5487988158849
18_2,OK,901,901,3499,True,True,0.06286656856536599,0.010226455428639453,15.906705627813016,60.08440113067626,60.08440113067626,1.0,901,9,901,True,17.965087825136372,17.951013565063477,ms_to_s,58.21810543459151
19_0,OK,901,901,3643,True,True,0.06283891201019198,0.014278237423736738,15.913706460064232,60.86209988594055,60.86209988594055,1.0,901,9,901,True,17.63509481406559,17.61273193359375,ms_to_s,59.84019622762507
19_1,OK,901,901,3560,True,True,0.06284046173095614,0.013768289081419404,15.913314009075544,60.53749704360962,60.53749704360962,1.0,901,9,901,True,18.36552805672349,18.13117218017578,ms_to_s,58.790009065557996
19_2,OK,901,901,2759,True,True,0.046905994415283425,0.014426460068419529,21.319236751415488,46.63220906257629,46.63220906257629,1.0,901,9,901,True,14.56745404698143,14.577073097229004,ms_to_s,59.14367033950737
1_0,OK,901,901,3601,True,True,0.06283020973205566,0.018723500722092595,15.915910582896,61.07023811340332,61.07023811340332,1.0,901,9,901,True,13.203278646059012,13.10200309753418,ms_to_s,58.94851749742718
1_1,OK,901,901,3524,True,True,0.06283903121948065,0.012748858627024797,15.913676270839632,60.27380394935608,60.27380394935608,1.0,901,9,901,True,21.941826424696075,21.94254493713379,ms_to_s,58.4499362767967
1_2,OK,901,901,3540,True,True,0.06283891201018976,0.01167510485738447,15.913706460064795,60.14516091346741,60.14516091346741,1.0,901,9,901,True,12.249039761182118,12.173055648803711,ms_to_s,58.840976501694996
20_0,OK,901,901,3544,True,True,0.06284594535827281,0.011606148256752758,15.911925491759089,60.143115997314446,60.143115997314446,1.0,901,9,901,True,18.970173736733884,18.96393585205078,ms_to_s,58.90948517130713
20_1,OK,901,901,3559,True,True,0.06285905838012695,0.009293387267623195,15.908606106580693,59.96510696411133,59.96510696411133,1.0,901,9,901,True,14.839458484859641,14.829540252685547,ms_to_s,59.33450601746507
20_2,OK,901,901,3560,True,True,0.06285238265990856,0.008656217576185512,15.910295802323922,59.939327001571655,59.939327001571655,1.0,901,9,901,True,15.773484341724451,15.752483367919922,ms_to_s,59.3767093832515
21_0,OK,901,901,3533,True,True,0.06284701824187877,0.009340749134803608,15.911653853669058,59.94501495361328,59.94501495361328,1.0,901,9,901,True,16.028533563995847,15.945595741271973,ms_to_s,58.92066258942693
21_1,OK,901,901,3499,True,True,0.06284689903259277,0.011261147335795463,15.911684035220164,60.212197065353394,60.212197065353394,1.0,901,9,901,True,18.902440383350292,18.824628829956055,ms_to_s,58.09454181190772
21_2,OK,901,901,3503,True,True,0.06283593177795588,0.010155888519421551,15.914461227911962,60.129594087600715,60.129594087600715,1.0,901,9,901,True,18.09055880931208,18.169309616088867,ms_to_s,58.240872121938125
22_0,OK,901,901,3591,True,True,0.0628515481948888,0.010103457149370663,15.910507039527813,60.19574809074402,60.19574809074402,1.0,901,9,901,True,21.00596466667846,20.89113998413086,ms_to_s,59.63876376431337
22_1,OK,901,901,3530,True,True,0.06282901763916016,0.010292365777539437,15.916212565079462,60.08615589141846,60.08615589141846,1.0,901,9,901,True,15.269296871286484,15.202601432800293,ms_to_s,58.732331061039204
22_2,OK,901,901,3509,True,True,0.06284344196319225,0.00820123199974062,15.912559350038553,59.877745151519775,59.877745151519775,1.0,901,9,901,True,15.55504986567863,15.541975021362305,ms_to_s,58.58604045832147
23_0,OK,901,901,3590,True,True,0.06284201145172119,0.01134227741396897,15.912921577442773,60.35147500038146,60.35147500038146,1.0,901,9,901,True,15.563705115037525,15.320430755615234,ms_to_s,59.468306283770445
23_1,OK,901,901,3579,True,True,0.06284153461456388,0.014203902023166239,15.913042323575663,60.799846887588494,60.799846887588494,1.0,901,9,901,True,11.201499726941346,11.064798355102539,ms_to_s,58.84883240931981
23_2,OK,901,901,3510,True,True,0.06283950805663618,0.011157601903300106,15.913555515086415,59.94219422340393,59.94219422340393,1.0,901,9,901,True,13.560475701314148,13.512901306152344,ms_to_s,58.539732244735546
24_0,OK,901,901,3576,True,True,0.06286191940307795,0.01129482952571884,15.907882061123262,60.214025020599365,60.214025020599365,1.0,901,9,901,True,19.23536932862778,19.144123077392578,ms_to_s,59.37155004630539
24_1,OK,901,901,3605,True,True,0.06284689903259189,0.010696653394710612,15.91168403522039,60.083091974258416,60.083091974258416,1.0,901,9,901,True,15.892367207994264,15.824114799499512,ms_to_s,59.98359740780439
24_2,OK,901,901,3629,True,True,0.06285297870635986,0.009595351159154641,15.910144922038732,60.20950102806091,60.20950102806091,1.0,901,9,901,True,15.670412991796569,15.638984680175781,ms_to_s,60.256270821928155
25_0,OK,901,901,3629,True,True,0.06283545494079679,0.010560860228729195,15.914581997412041,60.15288805961609,60.15288805961609,1.0,901,9,901,True,19.48128574151488,19.433687210083008,ms_to_s,60.31298108919352
25_1,OK,901,901,3570,True,True,0.06285107135772705,0.008796382990665753,15.91062774902178,60.00370907783508,60.00370907783508,1.0,901,9,901,True,16.862320420497138,16.840253829956055,ms_to_s,59.479656422078776
25_2,OK,901,901,3555,True,True,0.06286454200744451,0.009177931415509438,15.90721841068338,60.02511405944824,60.02511405944824,1.0,901,9,901,True,17.294884812705718,17.250879287719727,ms_to_s,59.20855054902779
26_0,OK,901,901,3598,True,True,0.06285750865936279,0.010981293728937549,15.908998325390158,60.358078956604,60.358078956604,1.0,901,9,901,True,14.52716073097551,14.40096664428711,ms_to_s,59.59434200326614
26_1,OK,901,901,3557,True,True,0.06284213066101074,0.00864680136980675,15.912891391195808,59.938157081604,59.938157081604,1.0,901,9,901,True,16.115596473592102,16.08422088623047,ms_to_s,59.327816755503726
26_2,OK,901,901,3577,True,True,0.06284165382385432,0.009821586428943263,15.91301213687037,60.150617122650154,60.150617122650154,1.0,901,9,901,True,19.263120238271338,19.331188201904297,ms_to_s,59.45076162241785
27_0,OK,901,901,3660,True,True,0.06284499168396351,0.023402572518572907,15.912166955623533,61.80711579322815,61.80711579322815,1.0,901,9,901,True,15.410077954153158,15.336946487426758,ms_to_s,59.200303282893124
27_1,OK,901,901,3540,True,True,0.06285405158996227,0.012045644885716505,15.909873344739148,60.023536920547485,60.023536920547485,1.0,901,9,901,True,15.458023574639656,15.421188354492188,ms_to_s,58.9602043059298
27_2,OK,901,901,3517,True,True,0.06282305717468617,0.009145176149312314,15.917722647902886,60.002936840057366,60.002936840057366,1.0,901,9,901,True,13.623828018475608,13.5057954788208,ms_to_s,58.597131826600084
28_0,OK,901,901,3572,True,True,0.06285798549652011,0.01085770485796787,15.90887764061992,60.40514302253723,60.40514302253723,1.0,901,9,901,True,16.199246352093077,16.17793083190918,ms_to_s,59.11748273930343
28_1,OK,901,901,3529,True,True,0.06284904479979758,0.009602891572265876,15.911140784803473,60.08078217506409,60.08078217506409,1.0,901,9,901,True,18.20345681415011,18.2465877532959,ms_to_s,58.7209399125343
28_2,OK,901,901,3530,True,True,0.06286001205444691,0.008719186978302606,15.908364750770946,60.024343013763435,60.024343013763435,1.0,901,9,901,True,16.44626044246501,16.456562042236328,ms_to_s,58.792813428891826
29_0,OK,901,901,3599,True,True,0.0628519058227539,0.016727023516733816,15.91041650861088,60.79718589782714,60.79718589782714,1.0,901,9,901,True,12.73140673651289,12.702615737915039,ms_to_s,59.180370717266875
29_1,OK,901,901,3582,True,True,0.06285846233367831,0.010966278732955064,15.908756957680461,60.48700189590454,60.48700189590454,1.0,901,9,901,True,20.821171908926345,20.71514892578125,ms_to_s,59.202802052625174
29_2,OK,901,901,3532,True,True,0.06284499168395996,0.010101873794441267,15.912166955624434,60.19655990600586,60.19655990600586,1.0,901,9,901,True,17.015872177920567,16.895235061645508,ms_to_s,58.657837017821166
2_0,OK,901,901,3582,True,True,0.06284153461455944,0.012539601991909177,15.913042323576787,60.35657405853272,60.35657405853272,1.0,901,9,901,True,20.154122360525953,20.183059692382812,ms_to_s,59.33073664067166
2_1,OK,901,901,3579,True,True,0.06285357475280406,0.01276721320671207,15.909994044616967,60.282796144485474,60.282796144485474,1.0,901,9,901,True,20.216161318704692,20.18123435974121,ms_to_s,59.35358392175886
2_2,OK,901,901,3513,True,True,0.06286048889160156,0.011210246096998564,15.908244075613679,60.210099935531616,60.210099935531616,1.0,901,9,901,True,16.35730223879872,16.38063621520996,ms_to_s,58.32908438551641
30_0,OK,901,901,3522,True,True,0.06285142898559748,0.010082087657803922,15.91053721672982,60.0742027759552,60.0742027759552,1.0,901,9,901,True,16.3739292377687,16.36280632019043,ms_to_s,58.61084853895533
30_1,OK,901,901,3533,True,True,0.0628540515899676,0.010488378019270517,15.9098733447378,60.27789187431336,60.27789187431336,1.0,901,9,901,True,16.610968529735782,16.573287963867188,ms_to_s,58.59528079324081
30_2,OK,901,901,3556,True,True,0.06285643577575684,0.010470501385578616,15.909269872818513,60.282753944396966,60.282753944396966,1.0,901,9,901,True,18.340055550429128,18.293560028076172,ms_to_s,58.97209014835366
31_0,OK,901,901,3581,True,True,0.0628526210784841,0.009558139180355215,15.910235449867706,60.00839114189148,60.00839114189148,1.0,901,9,901,True,18.184524612131064,18.172822952270508,ms_to_s,59.65832330906843
31_1,OK,901,901,3556,True,True,0.06286299228668035,0.010000626010780004,15.907610561069072,60.131552934646606,60.131552934646606,1.0,901,9,901,True,14.140639793606596,14.087139129638672,ms_to_s,59.12037568468782
31_2,OK,901,901,3503,True,True,0.06286048889160156,0.012539824344764522,15.908244075613679,60.28607511520386,60.28607511520386,1.0,901,9,901,True,16.92366252849656,16.846778869628906,ms_to_s,58.08969970773255
32_0,OK,901,901,3561,True,True,0.06284737586975453,0.012240487229093216,15.911563309698229,60.5382969379425,60.5382969379425,1.0,901,9,901,True,14.538480789484488,14.493996620178223,ms_to_s,58.805750740714394
32_1,OK,901,901,3536,True,True,0.06285691261291859,0.010615645934308596,15.909149183927246,60.41064715385437,60.41064715385437,1.0,901,9,901,True,17.752325400108596,17.802597045898438,ms_to_s,58.516174988111466
32_2,OK,901,901,3526,True,True,0.06284153461455944,0.009025194946252866,15.913042323576787,59.94207406044006,59.94207406044006,1.0,901,9,901,True,19.076261976558595,19.020204544067383,ms_to_s,58.806773960569245
33_0,OK,901,901,3581,True,True,0.0628395080566424,0.010951112085881303,15.913555515084841,60.148797035217285,60.148797035217285,1.0,901,9,901,True,19.278486952239078,19.26563835144043,ms_to_s,59.5190623330987
33_1,OK,901,901,3537,True,True,0.06285500526427512,0.010936648994972223,15.909631950478408,60.080815076828,60.080815076828,1.0,901,9,901,True,19.895880715577057,19.746192932128906,ms_to_s,58.854061741312265
33_2,OK,901,901,3539,True,True,0.06282854080200195,0.011131811409698177,15.916333361161497,60.06585001945496,60.06585001945496,1.0,901,9,901,True,15.15309407793731,15.115191459655762,ms_to_s,58.90202167877526
34_0,OK,901,901,3574,True,True,0.06284785270690563,0.010784981644033477,15.911442586010923,60.14700984954833,60.14700984954833,1.0,901,9,901,True,18.205170510523295,18.207658767700195,ms_to_s,59.404449347315825
34_1,OK,901,901,3570,True,True,0.06283688545227406,0.010350865603544264,15.914219694410555,59.946555852890015,59.946555852890015,1.0,901,9,901,True,19.52004927036923,19.407608032226562,ms_to_s,59.536364503715504
34_2,OK,901,901,3538,True,True,0.06286454200744629,0.009006314116829338,15.90721841068293,59.84963297843933,59.84963297843933,1.0,901,9,901,True,17.244469998862293,17.12628173828125,ms_to_s,59.09810677158529
3_0,OK,901,901,3556,True,True,0.06284999847411754,0.011536979275019914,15.910899352078953,60.62099695205688,60.62099695205688,1.0,901,9,901,True,18.863924243341867,18.77541160583496,ms_to_s,58.64304743802763
3_1,OK,901,901,3525,True,True,0.0628423690795934,0.010460764363573898,15.912831019044551,60.01187801361084,60.01187801361084,1.0,901,9,901,True,19.65712077039878,19.607919692993164,ms_to_s,58.72170837914368
3_2,OK,901,901,3569,True,True,0.06284403800964355,0.01036341541936977,15.912408426819228,60.08144402503967,60.08144402503967,1.0,901,9,901,True,18.833193789472443,18.83582878112793,ms_to_s,59.38605600945598
4_0,OK,901,901,3638,True,True,0.06283843517304177,0.012105164939792712,15.91382721810693,60.53122401237488,60.53122401237488,1.0,901,9,901,True,18.56731910070663,18.567052841186523,ms_to_s,60.08469280674812
4_1,OK,901,901,3542,True,True,0.06283950805663885,0.011422685500899787,15.913555515085742,60.365890979766846,60.365890979766846,1.0,901,9,901,True,17.588536513975647,17.579696655273438,ms_to_s,58.658953633051745
4_2,OK,901,901,3536,True,True,0.06285202503204168,0.01186505213476478,15.91038633186766,60.20388412475586,60.20388412475586,1.0,901,9,901,True,16.98750385866717,16.966598510742188,ms_to_s,58.71714178232575
5_0,OK,901,901,3548,True,True,0.06284117698669078,0.011593329526737473,15.91313288437916,60.4008059501648,60.4008059501648,1.0,901,9,901,True,17.275190840901683,17.218698501586914,ms_to_s,58.72438197143497
5_1,OK,901,901,3547,True,True,0.0628510713577235,0.010114276842875691,15.910627749022678,59.87457203865051,59.87457203865051,1.0,901,9,901,True,11.35638624772333,11.171553611755371,ms_to_s,59.223805352812704
5_2,OK,901,901,3555,True,True,0.06286191940307972,0.00817414063831454,15.907882061122812,59.80966091156006,59.80966091156006,1.0,901,9,901,True,19.781810640191637,19.738521575927734,ms_to_s,59.42183830895253
6_0,OK,901,901,3527,True,True,0.06286048889160156,0.0120774692363349,15.908244075613679,60.339215993881226,60.339215993881226,1.0,901,9,901,True,15.072821755246524,14.99643325805664,ms_to_s,58.43629125637891
6_1,OK,901,901,3515,True,True,0.06285595893860041,0.009952642603854844,15.909390563539569,60.13302612304688,60.13302612304688,1.0,901,9,901,True,13.974743591050288,13.85063362121582,ms_to_s,58.43710563991069
6_2,OK,901,901,3532,True,True,0.06284952163696289,0.008127499795556168,15.911020067523994,59.73765206336975,59.73765206336975,1.0,901,9,901,True,16.673941431067625,16.631410598754883,ms_to_s,59.10844966344362
7_0,OK,901,901,3683,True,True,0.06286048889160512,0.02078909371891835,15.90824407561278,62.005479097366326,62.005479097366326,1.0,901,9,901,True,18.413187393191603,18.238611221313477,ms_to_s,59.381849049472024
7_1,OK,901,901,3644,True,True,0.06283903121947887,0.020963095641133776,15.913676270840082,61.673434972763054,61.673434972763054,1.0,901,9,901,True,17.38742644559373,17.40502166748047,ms_to_s,59.069192458776854
7_2,OK,901,901,3628,True,True,0.06285250186919455,0.018167280798753724,15.91026562603903,61.286720991134644,61.286720991134644,1.0,901,9,901,True,18.15066716941085,18.030649185180664,ms_to_s,59.18084605186594
8_0,OK,901,901,3560,True,True,0.0628585815429652,0.013352879532548082,15.908726787232359,60.80847191810608,60.80847191810608,1.0,901,9,901,True,20.93849844380386,20.811565399169922,ms_to_s,58.528028870600295
8_1,OK,901,901,3627,True,True,0.06284904479980469,0.021542972803752874,15.911140784801676,61.28157687187194,61.28157687187194,1.0,901,9,901,True,19.48685658243148,19.40962028503418,ms_to_s,59.16949571290035
8_2,OK,901,901,3649,True,True,0.06285548210144043,0.013204809662937373,15.909511256092705,60.53264307975769,60.53264307975769,1.0,901,9,901,True,23.06517535912829,23.07402229309082,ms_to_s,60.26500437447284
9_0,OK,901,901,3623,True,True,0.0628590583801305,0.023398717893685028,15.908606106579795,62.072678089141846,62.072678089141846,1.0,901,9,901,True,18.951481256631325,18.981672286987305,ms_to_s,58.350954260399206
9_1,OK,901,901,3548,True,True,0.0628674030303924,0.021104906663220114,15.906494491534245,61.00385999679565,61.00385999679565,1.0,901,9,901,True,15.976517541311475,15.876898765563965,ms_to_s,58.14386171934552
9_2,OK,901,901,3589,True,True,0.0628519058227539,0.014245780228335381,15.91041650861088,60.68206191062927,60.68206191062927,1.0,901,9,901,True,18.117223961992877,17.945255279541016,ms_to_s,59.1278524003403
